ant_id,project,cve_ids,ghsa_ids,status,patched,patched_at,fix_commits,fixed_versions,release_assessment,enrichment_status,finding_url
ANT-2026-09SNWQBT,libredwg,,,fixed,true,2026-05-16T00:00:00Z,LibreDWG/libredwg@f79f9f6916ae19bc632364b1021a68042503ee2d,0.14 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-09SNWQBT
ANT-2026-0BETG8WD,poppler,,,fixed,true,2026-05-15T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-0BETG8WD
ANT-2026-0GNNMNPS,wabt,,,fixed,true,2026-06-18T00:00:00Z,WebAssembly/wabt@f42ead6,,no_release_yet,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-0GNNMNPS
ANT-2026-0HC68EK6,libreoffice,CVE-2026-6047,,fixed,true,2026-06-15T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-0HC68EK6
ANT-2026-0JJXMV3G,supabase/auth,,,fixed,true,2026-06-05T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-0JJXMV3G
ANT-2026-0JRYQPCF,wolfssl/wolfssl,CVE-2026-5503,GHSA-65xm-pfx9-g5p3,fixed,true,2026-05-07T14:53:14.585939Z,wolfSSL/wolfssl@1823f2e9f;wolfSSL/wolfssl@1823f2e9fcdf0c3a6a41d255033d817d23a5ebb3,5.9.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-0JRYQPCF
ANT-2026-0Y1VS937,ffmpeg/ffmpeg,,,fixed,true,2026-03-16T00:00:00Z,FFmpeg/FFmpeg@39e1969303a0b9ec5fb5f5eb643bf7a5b69c0a89,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-0Y1VS937
ANT-2026-110HTZ5M,jsrsasign,,,fixed,true,2026-04-12T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-110HTZ5M
ANT-2026-125WT6QC,supabase/supabase,,,fixed,true,2026-06-26T00:00:00Z,supabase/supabase@d5fde192d573fe27a9e11122d5e7a2d0d0fd160a,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-125WT6QC
ANT-2026-14WRNADB,torvalds/linux,,,fixed,true,2026-03-22T12:00:00Z,torvalds/linux@5258572aa5fd;torvalds/linux@5258572aa5fd5a7ed01b123b28241e0281b6fb9b,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-14WRNADB
ANT-2026-19SGCVZZ,alembic,,,fixed,true,2026-05-07T07:00:08.565393Z,alembic/alembic@3f1745ae657b1ce79d39dc7a4bbc03441d2ebcd1,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-19SGCVZZ
ANT-2026-1BCAFJCC,torvalds/linux,CVE-2026-31554,,fixed,true,2026-04-12T00:00:00Z,torvalds/linux@19f94b39058681dec64a10ebeb6f23fe7fc3f77a;torvalds/linux@80367ad01d93,Linux@6.12.80 [first];Linux@6.18.21 [first];Linux@6.19.11 [first];Linux@7.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-1BCAFJCC
ANT-2026-1FT5E1XF,lcms,,,fixed,true,2026-06-02T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-1FT5E1XF
ANT-2026-1MRWDJYC,simd,,,fixed,true,2026-05-04T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-1MRWDJYC
ANT-2026-1ZNMP148,nss,CVE-2026-6772,GHSA-c2q7-642g-3vwr,fixed,true,2026-04-13T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-1ZNMP148
ANT-2026-203E7E95,twigphp/twig,CVE-2026-46639,GHSA-mm6w-gr99-p3jj,fixed,true,2026-05-20T00:00:00Z,twigphp/Twig@3fe13f98f890449af5e7f69f0404b59b8fb776ae,twig/twig@3.26.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-203E7E95
ANT-2026-2BX2DMM1,opensc,,,fixed,true,2026-03-30T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-2BX2DMM1
ANT-2026-2FETJP49,randombit/botan,CVE-2026-34580,GHSA-v782-6fq4-q827,fixed,true,2026-04-07T00:00:00Z,advisories/GHSA-v782-6fq4-q827@70da513,botan@3.11.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-2FETJP49
ANT-2026-2NNMB24E,openssh,,,fixed,true,2026-05-31T00:00:00Z,,OpenSSH@10.4 [first];OpenSSH portable@10.4p1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-2NNMB24E
ANT-2026-3CJT2BP4,libjxl,,,fixed,true,2026-07-01T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3CJT2BP4
ANT-2026-3DSGRTDD,osgeo/gdal,,,fixed,true,2026-06-05T12:00:00Z,OSGeo/gdal@60d61b5181a6288ebc29624fbac29c81f92c9e7c,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3DSGRTDD
ANT-2026-3JR8RVFB,danbloomberg/leptonica,,,fixed,true,2026-03-20T12:00:00Z,DanBloomberg/leptonica@a0ca522b7d48f471c6225b4a4dc0c63463f10843,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3JR8RVFB
ANT-2026-3M3723P3,binutils,,,fixed,true,2026-05-24T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3M3723P3
ANT-2026-3SEPW083,ncurses,,,fixed,true,2026-04-18T12:00:00Z,@87c2c84cbd2332d6d94b12a1dcaf12ad1a51a938,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3SEPW083
ANT-2026-3T6Q6WE9,mpv-player/mpv,,,fixed,true,2026-03-23T12:00:00Z,mpv-player/mpv@e757931859c9e0df7910ef39c1125b191367e060,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3T6Q6WE9
ANT-2026-3ZHWVDTX,kjur/jsrsasign,,,fixed,true,2026-04-13T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-3ZHWVDTX
ANT-2026-45SRWS4Q,bearssl,,,fixed,true,2026-04-06T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-45SRWS4Q
ANT-2026-49KSKQPG,selinux,,,fixed,true,2026-06-04T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-49KSKQPG
ANT-2026-4PKJCSR8,osgeo/gdal,,,fixed,true,2026-05-08T12:00:00Z,,3.13.2,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-4PKJCSR8
ANT-2026-4YJK1P9J,ffmpeg/ffmpeg,,,fixed,true,2026-06-12T00:00:00Z,FFmpeg/FFmpeg@50e65074f5cca638d6dd4cf9db4b6dcf4f0a863e,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-4YJK1P9J
ANT-2026-50T0MN89,uboot,,,fixed,true,2026-06-07T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-50T0MN89
ANT-2026-5BD488PV,graphicsmagick/graphicsmagick,,,fixed,true,2026-05-31T00:00:00Z,,1.3.48 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-5BD488PV
ANT-2026-5DFBSQR9,freebsd/freebsd-src,CVE-2026-5398;CVE-2026-6386,,fixed,true,2026-04-21T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-5DFBSQR9
ANT-2026-5ETTYD84,libjpeg-turbo/libjpeg-turbo,,,fixed,true,2026-06-30T12:00:00Z,libjpeg-turbo/libjpeg-turbo@0ff47f0b46924ea1aaf04092ba1d0c0f83f93b10,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-5ETTYD84
ANT-2026-5WVCAVEA,upx,,,fixed,true,2026-06-08T12:00:00Z,@36babe770e83d2104f752c0c10d61eb945321f65,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-5WVCAVEA
ANT-2026-61Y3NTY3,oisf/suricata,CVE-2026-45752,GHSA-qmc9-vqq2-8mv3,fixed,true,2026-05-18T00:00:00Z,OISF/suricata@2b20a436e7249e7eb688f0c9caf26ad9179fc680,8.0.5 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-61Y3NTY3
ANT-2026-6615Y595,wolfssl/wolfssl,CVE-2026-5448,GHSA-5jqq-xpcr-q3r7,fixed,true,2026-04-08T00:00:00Z,wolfSSL/wolfssl@452652bbc,wolfSSL@5.9.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6615Y595
ANT-2026-669BEQ2W,bytecodealliance/wasm-micro-runtime,,GHSA-j45v-gh42-cjph,fixed,true,2026-05-28T15:14:38.690195Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-669BEQ2W
ANT-2026-66X46XSC,supabase/supabase,,,fixed,true,2026-07-08T00:00:00Z,supabase/supabase@18431efb258b0a8be98dfa7abdab4abb3e0899fd,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-66X46XSC
ANT-2026-69D8H6RP,tryghost/ghost,CVE-2026-26980,GHSA-w52v-v783-gw97,fixed,true,2026-02-16T00:00:00Z,TryGhost/Ghost@30868d632b2252b638bc8a4c8ebf73964592ed91,ghost@6.19.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-69D8H6RP
ANT-2026-6DSMTXZ8,mastodon/mastodon,CVE-2026-46348,GHSA-crr4-7rm4-8gpw,fixed,true,2026-05-15T07:08:03.907886Z,,mastodon@v4.3.23 [first];mastodon@v4.4.17 [first];mastodon@v4.5.10 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6DSMTXZ8
ANT-2026-6FH6D5TF,supabase/supabase,,,fixed,true,2026-07-01T00:00:00Z,supabase/supabase@02ada3efe354f8e87c9e795473d132f735431f86,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6FH6D5TF
ANT-2026-6JWE6ZK7,langchain-ai/deepagentsjs,,GHSA-h4jf-rhmw-rjfw,fixed,true,2026-06-17T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6JWE6ZK7
ANT-2026-6SNS6KMP,gitoxidelabs/gitoxide,CVE-2019-19604;CVE-2026-40034,GHSA-f26g-jm89-4g65,fixed,true,2026-04-24T12:00:00Z,GitoxideLabs/gitoxide@6a2e6a436f76c8bbf2487f9967413a51356667a0;GitoxideLabs/gitoxide@dd5c18d9e526e8de462fa40aa047acd097cfa7dc;GitoxideLabs/gitoxide@e3ca1e64b0bcd627c7c5d3620f891cc22d1d03c7,gitoxide@0.5.21 [first];gix@0.82.0 [first];gix@0.84.0 [first];gix-submodule@0.29.0 [first];gix@0.83.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6SNS6KMP
ANT-2026-6X60WXT0,libreoffice,CVE-2026-6040,,fixed,true,2026-06-15T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6X60WXT0
ANT-2026-6YNNSAA0,supabase/supabase,,,fixed,true,2026-06-26T00:00:00Z,supabase/supabase@d5fde192d573fe27a9e11122d5e7a2d0d0fd160a,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-6YNNSAA0
ANT-2026-7DG11TPA,wolfssl/wolfssl,CVE-2026-5194,,fixed,true,2026-04-08T00:00:00Z,,wolfSSL@5.9.1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-7DG11TPA
ANT-2026-7R9KHDAS,cloudflare/circl,,,fixed,true,2026-06-22T00:00:00Z,cloudflare/circl@846a67b9095e,v1.6.4 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-7R9KHDAS
ANT-2026-7WJV60DR,supabase/auth,,,fixed,true,2026-08-06T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-7WJV60DR
ANT-2026-7ZJGE8XJ,upx,,,fixed,true,2026-06-08T12:00:00Z,user-attachments/files@36babe770e83d2104f752c0c10d61eb945321f65,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-7ZJGE8XJ
ANT-2026-87DJGDRB,wolfssl/wolfssl,CVE-2026-12340,GHSA-q349-x427-xg3w,fixed,true,2026-06-25T00:00:00Z,wolfSSL/wolfssl@6bfb53f084a25198835a50796eca83f463a0e7be,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-87DJGDRB
ANT-2026-8AZGCAHG,osgeo/gdal,,,fixed,true,2026-05-08T12:00:00Z,,3.13.2,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-8AZGCAHG
